B_BUS_ID;B_LEA_OR_ENTITY_NAME;F_CITY;C_FLEET_OPERATOR_1_IF_APPLICABLE;N_CURRENT_STATUS_OF_BUS;O_BATCH;T_BUS_OEM;U_ELECTRIC_POWERTRAIN_MANUFACTURER;V_MODEL;W_TYPE;X_DEALER;Y_MULTIPLE_FUNDING_SOURCES_USED;Z_FUNDING_SOURCE_1;AA_AGENCY_ADMINISTERING_FUNDS_1;Z_FUNDING_SOURCE_2;AB_DOLLAR_AMOUNT_TOWARD_BUS;AE_DOLLAR_AMOUNT_TOWARD_CHARGER;A_DATE_OF_MOST_RECENT_SOURCE;B_SOURCE_1;B_SOURCE_2;LEA_ID_NON_TRIM;QUARTER_AWARDED;ANNEE_ORDERED;QUARTER_ORDERED;ANNEE_DELIVERED;QUARTER_DELIVERED;ANNEE_OPERATING;QUARTER_OPERATING;fundraiser_1 montant;fundraiser-2 montant;LEA_ID;ANNEE_AWARDED;date_awarded;date_ordered;date_delivered;date_operating;awarded_to_ordered;ordered_to_delivered;delivered_to_operating
19;Hawaii Department of Education;Honolulu;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;;;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;1500030;10;;;;;;;;0;1500030;2022;01/10/2022;;;;;;
20;Hawaii Department of Education;Honolulu;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;;;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;1500030;10;;;;;;;;0;1500030;2022;01/10/2022;;;;;;
2;Pembroke CCSD 259;Hopkins Park;;Awarded;1;Lion Electric;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;1731140;10;;;;;;;305000;0;1731140;2022;01/10/2022;;;;;;
15;Westville CUSD 2;Westville;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;1710820;10;;;;;;;305000;0;1710820;2022;01/10/2022;;;;;;
4;Southern Lyon County;Hartford;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2006930;10;;;;;;;305000;0;2006930;2022;01/10/2022;;;;;;
10;Fall River;Fall River;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2504830;10;;;;;;;305000;0;2504830;2022;01/10/2022;;;;;;
1;CHOCTAW CENTRAL HIGH SCHOOL;CHOCTAW;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;;;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;5900031;10;;;;;;;;0;5900031;2022;01/10/2022;;;;;;
2;CHOCTAW CENTRAL HIGH SCHOOL;CHOCTAW;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;;;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;5900031;10;;;;;;;;0;5900031;2022;01/10/2022;;;;;;
3;CHOCTAW CENTRAL HIGH SCHOOL;CHOCTAW;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;;;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;5900031;10;;;;;;;;0;5900031;2022;01/10/2022;;;;;;
4;CHOCTAW CENTRAL HIGH SCHOOL;CHOCTAW;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;;;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;5900031;10;;;;;;;;0;5900031;2022;01/10/2022;;;;;;
5;CHOCTAW CENTRAL HIGH SCHOOL;CHOCTAW;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;;;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;5900031;10;;;;;;;;0;5900031;2022;01/10/2022;;;;;;
6;CHOCTAW CENTRAL HIGH SCHOOL;CHOCTAW;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;;;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;5900031;10;;;;;;;;0;5900031;2022;01/10/2022;;;;;;
7;CHOCTAW CENTRAL HIGH SCHOOL;CHOCTAW;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;;;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;5900031;10;;;;;;;;0;5900031;2022;01/10/2022;;;;;;
8;CHOCTAW CENTRAL HIGH SCHOOL;CHOCTAW;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;;;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;5900031;10;;;;;;;;0;5900031;2022;01/10/2022;;;;;;
9;CHOCTAW CENTRAL HIGH SCHOOL;CHOCTAW;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;;;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;5900031;10;;;;;;;;0;5900031;2022;01/10/2022;;;;;;
8;VICKSBURG WARREN SCHOOL DIST;Vicksburg;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2804470;10;;;;;;;305000;0;2804470;2022;01/10/2022;;;;;;
9;VICKSBURG WARREN SCHOOL DIST;Vicksburg;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2804470;10;;;;;;;305000;0;2804470;2022;01/10/2022;;;;;;
1;DALLAS ISD;DALLAS;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;4816230;10;;;;;;;305000;0;4816230;2022;01/10/2022;;;;;;
2;DALLAS ISD;DALLAS;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;4816230;10;;;;;;;305000;0;4816230;2022;01/10/2022;;;;;;
3;DALLAS ISD;DALLAS;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;4816230;10;;;;;;;305000;0;4816230;2022;01/10/2022;;;;;;
4;DALLAS ISD;DALLAS;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;4816230;10;;;;;;;305000;0;4816230;2022;01/10/2022;;;;;;
5;DALLAS ISD;DALLAS;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;4816230;10;;;;;;;305000;0;4816230;2022;01/10/2022;;;;;;
6;DALLAS ISD;DALLAS;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;4816230;10;;;;;;;305000;0;4816230;2022;01/10/2022;;;;;;
7;DALLAS ISD;DALLAS;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;4816230;10;;;;;;;305000;0;4816230;2022;01/10/2022;;;;;;
8;DALLAS ISD;DALLAS;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;4816230;10;;;;;;;305000;0;4816230;2022;01/10/2022;;;;;;
9;DALLAS ISD;DALLAS;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;4816230;10;;;;;;;305000;0;4816230;2022;01/10/2022;;;;;;
10;DALLAS ISD;DALLAS;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;4816230;10;;;;;;;305000;0;4816230;2022;01/10/2022;;;;;;
11;DALLAS ISD;DALLAS;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;4816230;10;;;;;;;305000;0;4816230;2022;01/10/2022;;;;;;
12;DALLAS ISD;DALLAS;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;4816230;10;;;;;;;305000;0;4816230;2022;01/10/2022;;;;;;
13;DALLAS ISD;DALLAS;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;4816230;10;;;;;;;305000;0;4816230;2022;01/10/2022;;;;;;
14;DALLAS ISD;DALLAS;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;4816230;10;;;;;;;305000;0;4816230;2022;01/10/2022;;;;;;
15;DALLAS ISD;DALLAS;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;4816230;10;;;;;;;305000;0;4816230;2022;01/10/2022;;;;;;
16;DALLAS ISD;DALLAS;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;4816230;10;;;;;;;305000;0;4816230;2022;01/10/2022;;;;;;
17;DALLAS ISD;DALLAS;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;4816230;10;;;;;;;305000;0;4816230;2022;01/10/2022;;;;;;
18;DALLAS ISD;DALLAS;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;4816230;10;;;;;;;305000;0;4816230;2022;01/10/2022;;;;;;
19;DALLAS ISD;DALLAS;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;4816230;10;;;;;;;305000;0;4816230;2022;01/10/2022;;;;;;
20;DALLAS ISD;DALLAS;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;4816230;10;;;;;;;305000;0;4816230;2022;01/10/2022;;;;;;
21;DALLAS ISD;DALLAS;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;4816230;10;;;;;;;305000;0;4816230;2022;01/10/2022;;;;;;
22;DALLAS ISD;DALLAS;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;4816230;10;;;;;;;305000;0;4816230;2022;01/10/2022;;;;;;
23;DALLAS ISD;DALLAS;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;4816230;10;;;;;;;305000;0;4816230;2022;01/10/2022;;;;;;
24;DALLAS ISD;DALLAS;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;4816230;10;;;;;;;305000;0;4816230;2022;01/10/2022;;;;;;
25;DALLAS ISD;DALLAS;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;4816230;10;;;;;;;305000;0;4816230;2022;01/10/2022;;;;;;
5;Granton Area School District;Granton;;Awarded;1;Lion Electric;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;285000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;5505640;10;;;;;;;305000;0;5505640;2022;01/10/2022;;;;;;
1;Southwest Transportation Agency;Caruthers;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;vendredi 30 juin 2023;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;601394;10;;;;;;;395000;0;601394;2022;01/10/2022;;;;;;
1;East Grand School District No. 2;GRANBY;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;vendredi 30 juin 2023;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;804320;10;;;;;;;395000;0;804320;2022;01/10/2022;;;;;;
2;East Grand School District No. 2;GRANBY;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;vendredi 30 juin 2023;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;804320;10;;;;;;;395000;0;804320;2022;01/10/2022;;;;;;
1;Wheatland;Grainfield;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 avril 2023;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2006630;;;;;;;;395000;0;2006630;2023;01/01/2023;;;;;;
7;Escondido Union High;Escondido;;Operating;1;TransPower;;;;;False;Grant;San Diego County Air Pollution Control District;;;;lundi 17 mars 2014;https://edsource.org/2014/electric-school-buses-roll-out-in-effort-to-reduce-emissions/59330;;612910;;;;;;2014;1;;0;612910;;;;;01/01/2014;;;
1;Gilroy Unified;Gilroy;;Operating;1;Blue Bird;Adomani;repower;D;;False;The Health Trust;;;;;mercredi 28 mai 2014;https://www.schoolbusfleet.com/10043750/converted-electric-school-bus-debuts-at-california-district;;615180;;;;;;2014;4;;0;615180;;;;;01/04/2014;;;
4;Red Bluff Joint Union High;Red Bluff;;Operating;1;Blue Bird;;;D;;False;EV Fleet Program;PG&E;;;;jeudi 26 ao?t 2021;https://krcrtv.com/news/local/red-bluff-joint-union-high-school-district-welcomes-electric-buses;;632010;;;;;;2021;1;;0;632010;;;;;01/01/2021;;;
5;Red Bluff Joint Union High;Red Bluff;;Operating;1;;;;;;False;EV Fleet Program;PG&E;;;;jeudi 26 ao?t 2021;https://krcrtv.com/news/local/red-bluff-joint-union-high-school-district-welcomes-electric-buses;;632010;;;;;;2021;1;;0;632010;;;;;01/01/2021;;;
6;Red Bluff Joint Union High;Red Bluff;;Operating;1;;;;;;False;EV Fleet Program;PG&E;;;;jeudi 26 ao?t 2021;https://krcrtv.com/news/local/red-bluff-joint-union-high-school-district-welcomes-electric-buses;;632010;;;;;;2021;1;;0;632010;;;;;01/01/2021;;;
1;Santa Maria Joint Union High;Santa Maria;;Operating;1;Blue Bird;;;D;;False;;;;;;vendredi 21 janvier 2022;http://santamaria.schoolinsites.com/?PN=Pages&SubP=Level1Page&L=2&DivisionID=16589&DepartmentID=17588&PageID=39614&ToggleSideNav=DivisionOnly;;635670;;;;;;2021;1;;0;635670;;;;;01/01/2021;;;
1;Bassett Unified;La Puente;;Awarded;1;;;;;;True;Carl Moyer Program;California Air Resources Board (CARB);California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);248000;20000;jeudi 1 juin 2017;http://www.aqmd.gov/docs/default-source/school-bus/may-5-2017---item-6.pdf?sfvrsn=0;;604110;4;;;;;;;248000;20000;604110;2017;01/04/2017;;;;;;
2;Bassett Unified;La Puente;;Awarded;1;;;;;;True;Carl Moyer Program;California Air Resources Board (CARB);California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP);248000;20000;jeudi 1 juin 2017;http://www.aqmd.gov/docs/default-source/school-bus/may-5-2017---item-6.pdf?sfvrsn=0;;604110;4;;;;;;;248000;20000;604110;2017;01/04/2017;;;;;;
1;Colton Joint Unified;Colton;;Awarded;2;;;;;;True;Lower-Emission School Bus Replacement & Retrofit Program;South Coast Air Quality Management District;Diesel Emissions Reduction Act (DERA) grant;;;vendredi 1 d?cembre 2017;http://www.aqmd.gov/docs/default-source/Agendas/Governing-Board/2017/2017-nov3-006.pdf?sfvrsn=4;;609390;10;;;;;;;;;609390;2017;01/10/2017;;;;;;
2;Colton Joint Unified;Colton;;Awarded;2;;;;;;True;Lower-Emission School Bus Replacement & Retrofit Program;South Coast Air Quality Management District;Diesel Emissions Reduction Act (DERA) grant;;;vendredi 1 d?cembre 2017;http://www.aqmd.gov/docs/default-source/Agendas/Governing-Board/2017/2017-nov3-006.pdf?sfvrsn=4;;609390;10;;;;;;;;;609390;2017;01/10/2017;;;;;;
3;Colton Joint Unified;Colton;;Awarded;2;;;;;;True;Lower-Emission School Bus Replacement & Retrofit Program;South Coast Air Quality Management District;Diesel Emissions Reduction Act (DERA) grant;;;vendredi 1 d?cembre 2017;http://www.aqmd.gov/docs/default-source/Agendas/Governing-Board/2017/2017-nov3-006.pdf?sfvrsn=4;;609390;10;;;;;;;;;609390;2017;01/10/2017;;;;;;
3;Rialto Unified;Rialto;;Awarded;2;Blue Bird;Cummins, EPC Power;;;;True;Grant;South Coast Air Quality Management District;Grant;;;mercredi 12 juin 2019;https://www.energy.gov/sites/default/files/2019/06/f63/elt095_abram_2019_o_4.12_6.32.pdf;;632370;;;;;;;;;;632370;;;;;;;;
4;Rialto Unified;Rialto;;Awarded;2;Blue Bird;Cummins, EPC Power;;;;True;Grant;South Coast Air Quality Management District;Grant;;;mercredi 12 juin 2019;https://www.energy.gov/sites/default/files/2019/06/f63/elt095_abram_2019_o_4.12_6.32.pdf;;632370;;;;;;;;;;632370;;;;;;;;
4;Aspen School District No. 1 in the county of Pitkin and Sta;ASPEN;;Awarded;2;;;;;;True;ALT Fuels Colorado;Regional Air Quality Council;VW Settlement;;;jeudi 1 juillet 2021;https://cleanairfleets.org/afc-award-page;;802280;7;;;;;;;;;802280;2021;01/07/2021;;;;;;
5;Aspen School District No. 1 in the county of Pitkin and Sta;ASPEN;;Awarded;2;;;;;;True;ALT Fuels Colorado;Regional Air Quality Council;VW Settlement;;;jeudi 1 juillet 2021;https://cleanairfleets.org/afc-award-page;;802280;7;;;;;;;;;802280;2021;01/07/2021;;;;;;
2;Aurora Joint District No. 28 of the counties of Adams and A;AURORA;;Awarded;1;;;;;;True;ALT Fuels Colorado;Regional Air Quality Council;VW Settlement;;;jeudi 1 juillet 2021;https://cleanairfleets.org/afc-award-page;;802340;10;;;;;;;;;802340;2020;01/10/2020;;;;;;
3;Aurora Joint District No. 28 of the counties of Adams and A;AURORA;;Awarded;1;;;;;;True;ALT Fuels Colorado;Regional Air Quality Council;VW Settlement;;;jeudi 1 juillet 2021;https://cleanairfleets.org/afc-award-page;;802340;10;;;;;;;;;802340;2020;01/10/2020;;;;;;
4;Aurora Joint District No. 28 of the counties of Adams and A;AURORA;;Awarded;1;;;;;;True;ALT Fuels Colorado;Regional Air Quality Council;VW Settlement;;;jeudi 1 juillet 2021;https://cleanairfleets.org/afc-award-page;;802340;10;;;;;;;;;802340;2020;01/10/2020;;;;;;
5;Aurora Joint District No. 28 of the counties of Adams and A;AURORA;;Awarded;1;;;;;;True;ALT Fuels Colorado;Regional Air Quality Council;VW Settlement;;;jeudi 1 juillet 2021;https://cleanairfleets.org/afc-award-page;;802340;10;;;;;;;;;802340;2020;01/10/2020;;;;;;
6;Aurora Joint District No. 28 of the counties of Adams and A;AURORA;;Awarded;1;;;;;;True;ALT Fuels Colorado;Regional Air Quality Council;VW Settlement;;;jeudi 1 juillet 2021;https://cleanairfleets.org/afc-award-page;;802340;10;;;;;;;;;802340;2020;01/10/2020;;;;;;
7;Aurora Joint District No. 28 of the counties of Adams and A;AURORA;;Awarded;1;;;;;;True;ALT Fuels Colorado;Regional Air Quality Council;VW Settlement;;;jeudi 1 juillet 2021;https://cleanairfleets.org/afc-award-page;;802340;10;;;;;;;;;802340;2020;01/10/2020;;;;;;
2;Boulder Valley School District No. Re2;BOULDER;;Ordered;2;;;;;;True;ALT Fuels Colorado;Regional Air Quality Council;VW Settlement;;;jeudi 1 juillet 2021;https://cleanairfleets.org/afc-award-page;;802490;7;;;;;;;;;802490;2021;01/07/2021;;;;;;
3;Boulder Valley School District No. Re2;BOULDER;;Ordered;2;;;;;;True;ALT Fuels Colorado;Regional Air Quality Council;VW Settlement;;;jeudi 1 juillet 2021;https://cleanairfleets.org/afc-award-page;;802490;7;;;;;;;;;802490;2021;01/07/2021;;;;;;
4;Boulder Valley School District No. Re2;BOULDER;;Ordered;2;;;;;;True;ALT Fuels Colorado;Regional Air Quality Council;VW Settlement;;;jeudi 1 juillet 2021;https://cleanairfleets.org/afc-award-page;;802490;7;;;;;;;;;802490;2021;01/07/2021;;;;;;
5;Boulder Valley School District No. Re2;BOULDER;;Ordered;2;;;;;;True;ALT Fuels Colorado;Regional Air Quality Council;VW Settlement;;;jeudi 1 juillet 2021;https://cleanairfleets.org/afc-award-page;;802490;7;;;;;;;;;802490;2021;01/07/2021;;;;;;
6;Boulder Valley School District No. Re2;BOULDER;;Ordered;2;;;;;;True;ALT Fuels Colorado;Regional Air Quality Council;VW Settlement;;;jeudi 1 juillet 2021;https://cleanairfleets.org/afc-award-page;;802490;7;;;;;;;;;802490;2021;01/07/2021;;;;;;
1;State Charter School Institute;DENVER;;Awarded;1;;;;;;True;ALT Fuels Colorado;Regional Air Quality Council;VW Settlement;;;jeudi 1 juillet 2021;https://cleanairfleets.org/afc-award-page;;08JAMES;7;;;;;;;;;8JAMES;2021;01/07/2021;;;;;;
2;State Charter School Institute;DENVER;;Awarded;1;;;;;;True;ALT Fuels Colorado;Regional Air Quality Council;VW Settlement;;;jeudi 1 juillet 2021;https://cleanairfleets.org/afc-award-page;;08JAMES;7;;;;;;;;;8JAMES;2021;01/07/2021;;;;;;
6;Steamboat Springs School District No. Re 2;STEAMBOAT SPRINGS;;Awarded;3;;;;;;True;ALT Fuels Colorado;Regional Air Quality Council;VW Settlement;;;samedi 5 f?vrier 2022;https://www.steamboatpilot.com/news/grants-help-fund-8-electric-school-buses/;;806660;;;;;;;;;;806660;;;;;;;;
7;Steamboat Springs School District No. Re 2;STEAMBOAT SPRINGS;;Awarded;3;;;;;;True;ALT Fuels Colorado;Regional Air Quality Council;VW Settlement;;;samedi 5 f?vrier 2022;https://www.steamboatpilot.com/news/grants-help-fund-8-electric-school-buses/;;806660;;;;;;;;;;806660;;;;;;;;
1;KNOX CO. R-I;EDINA;;Operating;1;Lion Electric;;;;;True;VW Settlement;Missouri Department of Natural Resources;Community Facilities Grant;;;mercredi 16 septembre 2020;https://www.rd.usda.gov/newsroom/news-release/trump-administration-invests-122500-knox-county-r-1-school-district;;2911280;;;;2021;1;;;;;2911280;;;;01/01/2021;;;;
3;CARSON CITY SCHOOL DISTRICT;CARSON CITY;;Awarded;2;;;;;;True;Electric School Bus Incentive Program;NV Energy;VW Settlement;;;vendredi 14 avril 2023;https://www.nevadaappeal.com/news/2023/apr/14/carson-city-school-district-welcomes-first-electric-bus/;;3200390;;;;;;;;;;3200390;;;;;;;;
4;CARSON CITY SCHOOL DISTRICT;CARSON CITY;;Awarded;2;;;;;;True;Electric School Bus Incentive Program;NV Energy;VW Settlement;;;vendredi 14 avril 2023;https://www.nevadaappeal.com/news/2023/apr/14/carson-city-school-district-welcomes-first-electric-bus/;;3200390;;;;;;;;;;3200390;;;;;;;;
3;Westerly;Westerly;;Awarded;2;;;;;;True;Diesel Emissions Reduction Act (DERA) grant;Environmental Protection Agency (EPA);VW Settlement;;;mardi 14 juin 2022;https://governor.ri.gov/press-releases/governor-mckee-dem-announce-850000-epa-grant-help-rhode-island-replace-dirty-diesel;;4401170;4;;;;;;;;;4401170;2022;01/04/2022;;;;;;
1;Chinle Unified District (4158);CHINLE;;Delivered;1;Blue Bird;;Vision Electric;C;;False;Transportation Modernization Grant;A for Arizona;;;;jeudi 15 septembre 2022;https://www.businesswire.com/news/home/20220915005237/en/;;401940;;;;2022;7;;;;0;401940;;;;01/07/2022;;;;
4;Phoenix Union High School District (4286);PHOENIX;;Delivered;1;Collins;Motiv Power Systems;;A;;False;;;;;;mercredi 14 octobre 2020;https://www.facebook.com/CollinsBus/photos/a.543280385693637/3592317164123262/;;406330;;;;2020;10;;;;0;406330;;;;01/10/2020;;;;
